roster,name,year,csrankings_name,csrankings_name_alignment_date,status,reason,candidate_names,selected_affiliation,selected_homepage,acm_citation,scholar_name,scholar_affiliation,scholar_interests,dblp_name,dblp_information,evidence_urls
acm_fellows.csv,"Feldmann, Anja",2023,Anja Feldmann [INF],2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Anja Feldmann [INF],Max Planck Society,https://www.mpi-inf.mpg.de/inet/people/anja-feldmann,For contributions to the data-driven analysis of operational networks,Anja Feldmann,"Direktor, Max Planck Institut für Informatik, Saarland Informatics Campus, Saarland University","[""Networking"", ""Network Measurement"", ""Network Management"", ""Computer Networks""]",Anja Feldmann,"affiliation: Max Planck Institute for Informatics, Saarbrücken, Germany affiliation (former): TU Berlin, Germany affiliation (former): TU Munich, Germany affiliation (former): Saarland University, Saarbrücken, Germany affiliation (former): AT&T Labs, Florham Park, NJ, USA affiliation (PhD 1995): Carnegie Mellon University, School of Computer Science, Pittsburgh, PA, USA affiliation (former): University of Paderborn, CadLab, Paderborn, Germany award (2023): Konrad Zuse Medal award (2011): Gottfried Wilhelm Leibniz Prize",https://awards.acm.org/award-recipients/feldmann_3643361 | https://scholar.google.com/citations?user=mSK3340AAAAJ
acm_fellows.csv,"Fitzmaurice, George",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to human-computer interaction and tangible user interfaces,George Fitzmaurice,"Director, Research, Autodesk Research","[""Human Computer Interaction""]",George W. Fitzmaurice,affiliation: Autodesk Research,https://awards.acm.org/award-recipients/fitzmaurice_4786307
acm_fellows.csv,"Fomin, Fedor",2023,Fedor V. Fomin,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Fedor V. Fomin,University of Bergen,https://www.ii.uib.no/~fomin,For contributions to the development of parameterized complexity and exact exponential algorithms.,Fedor V. Fomin,"Professor of Computer Science, University of Bergen","[""Theoretical Computer Science"", ""Parameterized Complexity"", ""Graph Algorithms"", ""Discrete Mathematics""]",Fedor V. Fomin,affiliation: University of Bergen,https://awards.acm.org/award-recipients/fomin_6324859 | https://scholar.google.com/citations?user=96ZXvOsAAAAJ
acm_fellows.csv,"Gao, Jianfeng",2023,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,Xiaofeng Gao 0001,,,"For contributions to machine learning for web search, natural language processing and conversational systems",Jianfeng Gao,"Microsoft Research, Redmond","[""natural language processing"", ""information retrieval"", ""machine learning"", ""deep learning""]",Jianfeng Gao 0001,"affiliation: Microsoft Research, Redmond, WA, USA",https://awards.acm.org/award-recipients/gao_CR71332
acm_fellows.csv,"Gulwani, Sumit",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to AI-assisted programming for developers, data scientists, end users, and students",Sumit Gulwani,"Distinguished Scientist, Microsoft","[""Program Synthesis"", ""Artificial Intelligence"", ""End-User Programming"", ""Computer-aided Education""]",Sumit Gulwani,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/gulwani_6080665
acm_fellows.csv,"Hinton, Geoffrey E",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing,Geoffrey Hinton,"Emeritus Prof. Computer Science, University of Toronto","[""machine learning"", ""psychology"", ""artificial intelligence"", ""cognitive science"", ""computer science""]",Geoffrey E. Hinton,"affiliation: Google DeepMind, London, UK affiliation: University of Toronto, Department of Computer Science, ON, Canada award (2018): Turing Award award (2016): BBVA Foundation Frontiers of Knowledge Award award (2024): Nobel Prize in Physics",https://awards.acm.org/award-recipients/hinton_4791679
acm_fellows.csv,"Kruegel, Christopher Ian",2023,Christopher Krügel,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Christopher Kruegel | Christopher Krügel,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/~chris,"For contributions to systems security, malware detection, and vulnerability analysis",Christopher Kruegel,"University of California, Santa Barbara and Cisco, Inc.","[""Computer Security"", ""Security""]",Christopher Krügel,"affiliation: University of California, Santa Barbara, Computer Science Department affiliation: Lastline, Inc., Redwood City, USA",https://awards.acm.org/award-recipients/kruegel_7635683 | https://dblp.org/pid/k/ChristopherKruegel | https://scholar.google.com/citations?user=f0NoTC0AAAAJ
acm_fellows.csv,"Kung, Ht",2023,H. T. Kung 0001,2026-09-18,scholar_id_and_identity_context,"Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity. Among multiple source spellings, use the reviewed DBLP or Scholar spelling (preserving any source campus tag); Ellen Zegura uses the initial form shared by an identical source profile.",H. T. Kung 0001 | Hsiang-Tsung Kung 0001,Harvard University,https://www.eecs.harvard.edu/htk,For contributions to computer architecture and concurrency control for parallel computation,H. T. Kung,"Professor, Harvard University","[""Machine learning accelerators"", ""high-performance computing"", ""computer & wireless networks"", ""complexity"", ""database systems""]",H. T. Kung 0001,"unicode name: 孔祥重 affiliation: Harvard University, Cambridge, MA, USA affiliation (PhD 1974): Carnegie Mellon University, Pittsburgh, PA, USA",https://awards.acm.org/award-recipients/kung_1566817 | https://scholar.google.com/citations?user=iLQqwosAAAAJ
acm_fellows.csv,"LeCun, Yann",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing,Yann LeCun,"Executive Chairman AMI Labs & Jacob T Schwarz Professor, Courant Institute, New York University","[""AI"", ""machine learning"", ""computer vision"", ""robotics"", ""image compression""]",Yann LeCun,"affiliation: New York University, Courant Institute of Mathematical Sciences, USA affiliation: Facebook award (2018): Turing Award",https://awards.acm.org/award-recipients/lecun_6017366
acm_fellows.csv,"Mao, Morley",2023,Z. Morley Mao,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Z. Morley Mao | Zhuoqing Morley Mao,University of Michigan,http://web.eecs.umich.edu/~zmao,For contributions to internet security and performance,Z. Morley Mao,University of Michigan,"[""ML Systems"", ""Security for ML system"", ""cybersecurity"", ""mobile computing"", ""distributed systems""]",Z. Morley Mao,"affiliation: University of Michigan, Ann Arbor, USA",https://awards.acm.org/award-recipients/mao_CR60327 | https://dblp.org/pid/91/584 | https://scholar.google.com/citations?user=Ba_Ci9UAAAAJ
acm_fellows.csv,"McGuinness, Deborah",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to knowledge technologies including ontologies and knowledge graphs,Deborah L. McGuinness,"Tetherless World Chair, Prof. Computer, Cognitive, Web Sciences, Industrial &Systems Engineering, RPI","[""Semantic Web"", ""Ontologies"", ""Knowledge Graphs"", ""Explainable AI"", ""Web Science""]",Deborah L. McGuinness,"affiliation: Rensselaer Polytechnic Institute, Troy, NY, USA",https://awards.acm.org/award-recipients/mcguinness_3903397
acm_fellows.csv,"Medioni, Gerard",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer vision and its consumer facing applications,Gerard Medioni,USC,[],Gérard G. Medioni,"affiliation: Amazon affiliation: University of Southern California, Los Angeles, Institute for Robotics and Intelligence Systems",https://awards.acm.org/award-recipients/medioni_2091171
acm_fellows.csv,"Noy, Natasha",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to open data, data discovery, and semantic web",Natasha Noy,Google,"[""dataset search"", ""semantic web"", ""structured data"", ""artificial intelligence""]",Natasha F. Noy,"affiliation: Google affiliation: Stanford University, USA",https://awards.acm.org/award-recipients/noy_4662698
acm_fellows.csv,"Pasareanu, Corina S",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the development and application of symbolic execution and compositional verification,Corina Pasareanu,CMU/Amazon/ex-NASA Ames,"[""Symbolic execution"", ""compositional verification"", ""abstraction""]",Corina Pasareanu,"affiliation: Carnegie Mellon University, Pittsburgh, USA affiliation: NASA Ames Research Center, Mountain View, CA, USA",https://awards.acm.org/award-recipients/pasareanu_8831415
acm_fellows.csv,"Pedram, Massoud",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to low power design of VLSI circuits and contributions to energy efficient computing,Massoud Pedram,"Charles Lee Powell Professor of Electrical Engineering & Computer Science, Univ of Southern","[""Energy Efficient Electronics"", ""Power-aware computing"", ""Energy Harvesting and Storage Systems"", ""Computer Aided Design of VLSI Circui""]",Massoud Pedram,"affiliation: University of Southern California, Los Angeles, USA award (1996): Presidential Early Career Award for Scientists and Engineers",https://awards.acm.org/award-recipients/pedram_4222774
acm_fellows.csv,"Raghunathan, Anand",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the design of energy-efficient computing systems through design automation and approximate computing,Anand Raghunathan,"Silicon Valley Chair Professor of Electrical and Computer Engineering, Purdue University","[""AI Hardware"", ""Efficient machine learning"", ""System-on-Chips"", ""Embedded Systems""]",Anand Raghunathan,"affiliation: Purdue University, West Lafayette, USA",https://awards.acm.org/award-recipients/raghunathan_9458945
acm_fellows.csv,"Raphael, Benjamin",2023,Benjamin J. Raphael,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Benjamin J. Raphael,Princeton University,https://www.cs.princeton.edu/people/profile/braphael,"For contributions to computational biology, including algorithms for cancer genomics/evolution and biological network analysis",Ben Raphael,"Professor of Computer Science, Princeton University","[""Bioinformatics"", ""Computational Biology"", ""Genomics"", ""Computational Cancer Biology""]",Benjamin J. Raphael,"affiliation: Princeton University, Princeton, NJ, USA affiliation (former): Brown University, Providence, RI, USA",https://awards.acm.org/award-recipients/raphael_4460014 | https://scholar.google.com/citations?user=GhvZjJUAAAAJ
acm_fellows.csv,"Ron, Dana",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to sub-linear time approximation algorithms,Dana Ron,Tel Aviv University,"[""Computer Science""]",Dana Ron,"affiliation: Tel Aviv University, Israel",https://awards.acm.org/award-recipients/ron_4644787
acm_fellows.csv,"Sankoff, David",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to research and leadership in computational biology and bioinformatics,David Sankoff,University of Ottawa,"[""Applied probability"", ""bioinformatics"", ""genomics"", ""algorithms""]",David Sankoff,"affiliation: University of Ottawa, Ontario, Canada",https://awards.acm.org/award-recipients/sankoff_3953999
acm_fellows.csv,"Saroiu, Stefan",2023,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to memory security and trusted computing,Stefan Saroiu,Microsoft,"[""Mobile computing"", ""Security"", ""Distributed Systems"", ""Operating Systems"", ""Networking""]",Stefan Saroiu,,https://awards.acm.org/award-recipients/saroiu_7427693
acm_fellows.csv,"Snavely, Keith Noah",2023,Noah Snavely [Tech],2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Noah Snavely [Tech],Cornell University,http://www.cs.cornell.edu/~snavely,For contributions to computer vision and computer graphics,Noah Snavely,Cornell University and Google DeepMind,"[""Computer Vision"", ""Computer Graphics"", ""Ducks""]",Noah Snavely,"affiliation: Cornell University, Ithaca, NY, USA",https://awards.acm.org/award-recipients/snavely_7772775 | https://scholar.google.com/citations?user=Db4BCX8AAAAJ
